ID,Timestamp,texte_clean,year,month,day_str,month_str
1052339494600327189,2022-12-13 21:41:27.035000+00:00,taire craquer,2022,12,Mardi,Décembre
1052339455970775171,2022-12-13 21:41:17.825000+00:00,b,2022,12,Mardi,Décembre
1052322280102965350,2022-12-13 20:33:02.779000+00:00,jo discord,2022,12,Mardi,Décembre
1052322255553695895,2022-12-13 20:32:56.926000+00:00,ailleurs,2022,12,Mardi,Décembre
1050105708567334962,2022-12-07 17:45:10.943000+00:00,sortir pote manger asiat sushi brochette      photo      eter,2022,12,Mercredi,Décembre
1050105575645663272,2022-12-07 17:44:39.252000+00:00,vivement week end,2022,12,Mercredi,Décembre
1050105530397495337,2022-12-07 17:44:28.464000+00:00,stresser lach logiciel arriver maitriser tuto taire debrouiller google,2022,12,Mercredi,Décembre
1049290705446641706,2022-12-05 11:46:39.057000+00:00,million annee existence survecu dinosaure espec mieux concue survivre sacree,2022,12,Lundi,Décembre
1049290400239730749,2022-12-05 11:45:26.290000+00:00,repand ufs      risque invasion,2022,12,Lundi,Décembre
1049290333386702878,2022-12-05 11:45:10.351000+00:00,apprendre ecraser,2022,12,Lundi,Décembre
1049290247814512701,2022-12-05 11:44:49.949000+00:00,incollable,2022,12,Lundi,Décembre
1049289643981537351,2022-12-05 11:42:25.984000+00:00,ouai,2022,12,Lundi,Décembre
1049286231739084812,2022-12-05 11:28:52.442000+00:00,increvable vermine,2022,12,Lundi,Décembre
1049286164516974603,2022-12-05 11:28:36.415000+00:00,matin emargeant formation note apparer interesser,2022,12,Lundi,Décembre
1049234085769383986,2022-12-05 08:01:39.874000+00:00,apprendre cafard vivr jour tete,2022,12,Lundi,Décembre
1048969778422886430,2022-12-04 14:31:24.092000+00:00,rentrer,2022,12,Dimanche,Décembre
1048969737385812068,2022-12-04 14:31:14.308000+00:00,creme beurk,2022,12,Dimanche,Décembre
1048969674479636590,2022-12-04 14:30:59.310000+00:00,remettre,2022,12,Dimanche,Décembre
1048969643945099325,2022-12-04 14:30:52.030000+00:00,ailleurs co travailler requete sql,2022,12,Dimanche,Décembre
1048969529138618399,2022-12-04 14:30:24.658000+00:00,creme patissiere lourd tarte fraise creme lourd,2022,12,Dimanche,Décembre
1048969416651579474,2022-12-04 14:29:57.839000+00:00,temps cuisiner reconaisse,2022,12,Dimanche,Décembre
1048969377636163604,2022-12-04 14:29:48.537000+00:00,creme hesite envoyer,2022,12,Dimanche,Décembre
1048969327568760832,2022-12-04 14:29:36.600000+00:00,ohh,2022,12,Dimanche,Décembre
1048969135377362944,2022-12-04 14:28:50.778000+00:00,plaisir,2022,12,Dimanche,Décembre
1048969107569123328,2022-12-04 14:28:44.148000+00:00,temps temps plaisir,2022,12,Dimanche,Décembre
1048969058856468510,2022-12-04 14:28:32.534000+00:00,aimer,2022,12,Dimanche,Décembre
1048969036488253511,2022-12-04 14:28:27.201000+00:00,dommage recette,2022,12,Dimanche,Décembre
1048968930770829322,2022-12-04 14:28:01.996000+00:00,chou sale,2022,12,Dimanche,Décembre
1048968911795781632,2022-12-04 14:27:57.472000+00:00,cuisine specialite eter gougere,2022,12,Dimanche,Décembre
1048968844573683833,2022-12-04 14:27:41.445000+00:00,rapelle pere,2022,12,Dimanche,Décembre
1048968718081863771,2022-12-04 14:27:11.287000+00:00,heh,2022,12,Dimanche,Décembre
1048968671885807686,2022-12-04 14:27:00.273000+00:00,taire refaire,2022,12,Dimanche,Décembre
1048968646787092480,2022-12-04 14:26:54.289000+00:00,solution,2022,12,Dimanche,Décembre
1048968550175481909,2022-12-04 14:26:31.255000+00:00,snif,2022,12,Dimanche,Décembre
1048968483314077757,2022-12-04 14:26:15.314000+00:00,photo,2022,12,Dimanche,Décembre
1048968460304121897,2022-12-04 14:26:09.828000+00:00,ohh,2022,12,Dimanche,Décembre
1048968412551987280,2022-12-04 14:25:58.443000+00:00,fondu fromage pique pain,2022,12,Dimanche,Décembre
1048968302652825640,2022-12-04 14:25:32.241000+00:00,miam chou,2022,12,Dimanche,Décembre
1048968252438609921,2022-12-04 14:25:20.269000+00:00,fondre savoyard,2022,12,Dimanche,Décembre
1047911191672008765,2022-12-01 16:24:57.343000+00:00,recherche,2022,12,Jeudi,Décembre
1047910051639205918,2022-12-01 16:20:25.538000+00:00,temps percuter perturbee entendre,2022,12,Jeudi,Décembre
1047909965114900541,2022-12-01 16:20:04.909000+00:00,cam,2022,12,Jeudi,Décembre
1047909310556028999,2022-12-01 16:17:28.850000+00:00,rire travailler groupe gars micro voix yat perturber mdr,2022,12,Jeudi,Décembre
1047213760324051014,2022-11-29 18:13:36.752000+00:00,plussoie tonte pelouse,2022,11,Mardi,Novembre
1047213422485446706,2022-11-29 18:12:16.205000+00:00,canal random slack pepite,2022,11,Mardi,Novembre
1046910376152936548,2022-11-28 22:08:04.329000+00:00,surprise net,2022,11,Lundi,Novembre
1046860170610884658,2022-11-28 18:48:34.395000+00:00,reduc ff site officiel pote chercher jeu base dejer,2022,11,Lundi,Novembre
1045769519152508948,2022-11-25 18:34:42.824000+00:00,fin acteur sortir arbre contexte rir,2022,11,Vendredi,Novembre
1045766834114285648,2022-11-25 18:24:02.661000+00:00,polemique rir,2022,11,Vendredi,Novembre
1043928324419887214,2022-11-20 16:38:27.792000+00:00,premiere,2022,11,Dimanche,Novembre
1043928066319204383,2022-11-20 16:37:26.256000+00:00,histoire,2022,11,Dimanche,Novembre
1043927965630734386,2022-11-20 16:37:02.250000+00:00,idee apre chanson forcemer coller,2022,11,Dimanche,Novembre
1043927588789289094,2022-11-20 16:35:32.404000+00:00,genre reprise cabrel,2022,11,Dimanche,Novembre
1043927531205697627,2022-11-20 16:35:18.675000+00:00,debut rire suite trouve plate,2022,11,Dimanche,Novembre
1043927476709109972,2022-11-20 16:35:05.682000+00:00,aucun idee,2022,11,Dimanche,Novembre
1043927453694967868,2022-11-20 16:35:00.195000+00:00,gout,2022,11,Dimanche,Novembre
1043927344819228763,2022-11-20 16:34:34.237000+00:00,utiliser sequence jeu video reprise instrumental parole sauce moyen age,2022,11,Dimanche,Novembre
1043927201751498813,2022-11-20 16:34:00.127000+00:00,rir,2022,11,Dimanche,Novembre
1043927146432823296,2022-11-20 16:33:46.938000+00:00,prete tourner nuit,2022,11,Dimanche,Novembre
1043927070557884566,2022-11-20 16:33:28.848000+00:00,tre,2022,11,Dimanche,Novembre
1043927050265821297,2022-11-20 16:33:24.010000+00:00,pc veille maj ff resultat recommencer,2022,11,Dimanche,Novembre
1043926953025093754,2022-11-20 16:33:00.826000+00:00,dejer desativer mise veille pc,2022,11,Dimanche,Novembre
1042140681885466694,2022-11-15 18:15:00.599000+00:00,youhou galere,2022,11,Mardi,Novembre
1042140642916180028,2022-11-15 18:14:51.308000+00:00,quete heure etudiant,2022,11,Mardi,Novembre
1042126731923951646,2022-11-15 17:19:34.669000+00:00,douche normalement arriver reflechir corriger bout code detende,2022,11,Mardi,Novembre
1042126593407062047,2022-11-15 17:19:01.644000+00:00,dison estimer temps heure moyenne heure premiere,2022,11,Mardi,Novembre
1042126409910472704,2022-11-15 17:18:17.895000+00:00,allai content,2022,11,Mardi,Novembre
1042126348006731796,2022-11-15 17:18:03.136000+00:00,commencer fort travail personnel,2022,11,Mardi,Novembre
1041053070613811211,2022-11-12 18:13:13.865000+00:00,jouer ff soir defaut reformater menage demenager jeu partition gagner place ssd installer lundi formation jeu jour temps,2022,11,Samedi,Novembre
1041036611217018990,2022-11-12 17:07:49.639000+00:00,attendai,2022,11,Samedi,Novembre
1041036569601130567,2022-11-12 17:07:39.717000+00:00,style cherche salopette francais rajouter ette designer maison maisonette precise salopette demande convier demander acheter salope,2022,11,Samedi,Novembre
1041036307155144824,2022-11-12 17:06:37.145000+00:00,okay video tue twitter linke video gars tue,2022,11,Samedi,Novembre
1040283229934059541,2022-11-10 15:14:09.544000+00:00,art to play,2022,11,Jeudi,Novembre
1040283194236346488,2022-11-10 15:14:01.033000+00:00,taire,2022,11,Jeudi,Novembre
1040283169284440194,2022-11-10 15:13:55.084000+00:00,maliki dimanche nante,2022,11,Jeudi,Novembre
1040279442427220079,2022-11-10 14:59:06.532000+00:00,envoyer sensei prochain fois ecrit,2022,11,Jeudi,Novembre
1040279282926231606,2022-11-10 14:58:28.504000+00:00,mieux,2022,11,Jeudi,Novembre
1040279155180322827,2022-11-10 14:57:58.047000+00:00,merd,2022,11,Jeudi,Novembre
1039979329704186026,2022-11-09 19:06:34.083000+00:00,appel,2022,11,Mercredi,Novembre
1039979116331552848,2022-11-09 19:05:43.211000+00:00,souci,2022,11,Mercredi,Novembre
1039973060662542526,2022-11-09 18:41:39.427000+00:00,papote,2022,11,Mercredi,Novembre
1039537358242058292,2022-11-08 13:50:19.875000+00:00,connaissai adopte,2022,11,Mardi,Novembre
1038864382861508618,2022-11-06 17:16:10.041000+00:00,exemple cours,2022,11,Dimanche,Novembre
1038864239294693527,2022-11-06 17:15:35.812000+00:00,us the right abbreviation it is common to us abbreviation in chat discussion if you do so b everyone know them to avoid misunderstanding for example common abbreviation chat service are laugh out loud btw by the way mho in my humble opinion brb be right back,2022,11,Dimanche,Novembre
1038864165927915661,2022-11-06 17:15:18.320000+00:00,droit rire,2022,11,Dimanche,Novembre
1038864143593255042,2022-11-06 17:15:12.995000+00:00,style ecrire majuscule crier,2022,11,Dimanche,Novembre
1038864085418246264,2022-11-06 17:14:59.125000+00:00,cours comportement net,2022,11,Dimanche,Novembre
1038828559176835072,2022-11-06 14:53:49.009000+00:00,dejer entendre iskyboard,2022,11,Dimanche,Novembre
1037746506826010684,2022-11-03 15:14:07.625000+00:00,juger fond forme     avouer sale,2022,11,Jeudi,Novembre
1037742415106289695,2022-11-03 14:57:52.083000+00:00,exemple exercice corriger type nana plant intitule eter sens solution probleme bourr faute respecter minimum typologie francai majuscule ligne     bizarre,2022,11,Jeudi,Novembre
1036565273806913536,2022-10-31 09:00:19.727000+00:00,chat soeur couche lit canap,2022,10,Lundi,Octobre
1036333940824346645,2022-10-30 17:41:05.646000+00:00,the witcher sortir ete prochain saison eter prevu     henry cavill changer acteur,2022,10,Dimanche,Octobre
1036333638096269392,2022-10-30 17:39:53.470000+00:00,haha mois quasiemer ete vovo passee vent fois haha,2022,10,Dimanche,Octobre
1036033250776317962,2022-10-29 21:46:15.552000+00:00,nuit,2022,10,Samedi,Octobre
1036033134933856327,2022-10-29 21:45:47.933000+00:00,libreeeee delivreeeeee       caiiiissse liberee delivre eter derniereeeeeuuuu,2022,10,Samedi,Octobre
1036032941169590274,2022-10-29 21:45:01.736000+00:00,marche nuit maniere,2022,10,Samedi,Octobre
1036029997913215069,2022-10-29 21:33:20.009000+00:00,depend prix stock,2022,10,Samedi,Octobre
1036029963524112394,2022-10-29 21:33:11.810000+00:00,taire suspendre abo payer euro abo servant carte monter,2022,10,Samedi,Octobre
1036029771127205978,2022-10-29 21:32:25.939000+00:00,interesser,2022,10,Samedi,Octobre
1036029740663980142,2022-10-29 21:32:18.676000+00:00,dejer fois mignon,2022,10,Samedi,Octobre
1036029685596962896,2022-10-29 21:32:05.547000+00:00,dormir reveille ennuyer chanter rendort,2022,10,Samedi,Octobre
1036029591736819732,2022-10-29 21:31:43.169000+00:00,interessant reprendre carte instant gaming,2022,10,Samedi,Octobre
1036029469594492998,2022-10-29 21:31:14.048000+00:00,reabo er novembre prelevemer fin mois gonfler,2022,10,Samedi,Octobre
1036029320310824960,2022-10-29 21:30:38.456000+00:00,neveu maison,2022,10,Samedi,Octobre
1036022900676890624,2022-10-29 21:05:07.896000+00:00,heu,2022,10,Samedi,Octobre
1035655071020625990,2022-10-28 20:43:30.472000+00:00,mois pay solde compte,2022,10,Vendredi,Octobre
1035655021636882513,2022-10-28 20:43:18.698000+00:00,resultat course gagner journee paye,2022,10,Vendredi,Octobre
1035654970801913946,2022-10-28 20:43:06.578000+00:00,heure ete attribu ancien collegue ete renouvell,2022,10,Vendredi,Octobre
1035654884420227203,2022-10-28 20:42:45.983000+00:00,plant colle absence typ medical,2022,10,Vendredi,Octobre
1035654821635707030,2022-10-28 20:42:31.014000+00:00,blagu,2022,10,Vendredi,Octobre
1035654806708158616,2022-10-28 20:42:27.455000+00:00,reabo,2022,10,Vendredi,Octobre
1035654772369391788,2022-10-28 20:42:19.268000+00:00,paie,2022,10,Vendredi,Octobre
1035654736235470988,2022-10-28 20:42:10.653000+00:00,ohhh,2022,10,Vendredi,Octobre
1035654580249301032,2022-10-28 20:41:33.463000+00:00,dodru cookie oo,2022,10,Vendredi,Octobre
1035213590342402088,2022-10-27 15:29:13.276000+00:00,hum,2022,10,Jeudi,Octobre
1035212994768027659,2022-10-27 15:26:51.280000+00:00,samedi heure libre annuler abonnement eviter debiter mois formation debut novembre relancer,2022,10,Jeudi,Octobre
1033479552762118186,2022-10-22 20:38:46.500000+00:00,recent,2022,10,Samedi,Octobre
1033479515277643876,2022-10-22 20:38:37.563000+00:00,creuser interessant,2022,10,Samedi,Octobre
1032005809711874139,2022-10-18 19:02:38.776000+00:00,merd pied deplacer,2022,10,Mardi,Octobre
1032005758801428541,2022-10-18 19:02:26.638000+00:00,marche entrainment,2022,10,Mardi,Octobre
1032002051347075266,2022-10-18 18:47:42.712000+00:00,papoter deco ici min,2022,10,Mardi,Octobre
1032001944753012776,2022-10-18 18:47:17.298000+00:00,oh fois,2022,10,Mardi,Octobre
1031271499807596614,2022-10-16 18:24:45.652000+00:00,breath of the wild soufle sauvagerie,2022,10,Dimanche,Octobre
1031266651167015003,2022-10-16 18:05:29.646000+00:00,reconnaître,2022,10,Dimanche,Octobre
1029846188972838922,2022-10-12 20:01:05.068000+00:00,bisou nuit,2022,10,Mercredi,Octobre
1029846163039465584,2022-10-12 20:00:58.885000+00:00,dsl remettre vite,2022,10,Mercredi,Octobre
1029846080885641357,2022-10-12 20:00:39.298000+00:00,aill coucher,2022,10,Mercredi,Octobre
1029846057011654776,2022-10-12 20:00:33.606000+00:00,contre embauche dmain heure,2022,10,Mercredi,Octobre
1029846031040520274,2022-10-12 20:00:27.414000+00:00,idem coucou galer soir,2022,10,Mercredi,Octobre
1029845814496985109,2022-10-12 19:59:35.786000+00:00,sortir sensei,2022,10,Mercredi,Octobre
1029845665012002901,2022-10-12 19:59:00.146000+00:00,interessant apre approche limite ethique technologie information,2022,10,Mercredi,Octobre
1029845410702958592,2022-10-12 19:57:59.514000+00:00,traduire,2022,10,Mercredi,Octobre
1029845371289083976,2022-10-12 19:57:50.117000+00:00,genre savez adapter facilement environnement travail conseil aider,2022,10,Mercredi,Octobre
1029845227525124146,2022-10-12 19:57:15.841000+00:00,grosso modo,2022,10,Mercredi,Octobre
1029845101905711104,2022-10-12 19:56:45.891000+00:00,certification lie universite bercley histoire gros sousou joli cv,2022,10,Mercredi,Octobre
1029844982275772468,2022-10-12 19:56:17.369000+00:00,lecture prise note cas realisation excercice,2022,10,Mercredi,Octobre
1029841474050867263,2022-10-12 19:42:20.943000+00:00,boulot tarder fin contrat tranquillement travail preparatoire quete anglais haha,2022,10,Mercredi,Octobre
1029832955104862258,2022-10-12 19:08:29.868000+00:00,difficile porter bleu gris,2022,10,Mercredi,Octobre
1029832890487427083,2022-10-12 19:08:14.462000+00:00,pencher rouge,2022,10,Mercredi,Octobre
1029832857067212840,2022-10-12 19:08:06.494000+00:00,hum,2022,10,Mercredi,Octobre
1025446474705797210,2022-09-30 16:38:11.444000+00:00,doublure,2022,9,Vendredi,Septembre
1025446394611388587,2022-09-30 16:37:52.348000+00:00,decidemer twitter decouvrir beaucoup,2022,9,Vendredi,Septembre
1024730549874589768,2022-09-28 17:13:21.663000+00:00,mignon long,2022,9,Mercredi,Septembre
1024730490953019453,2022-09-28 17:13:07.615000+00:00,change farm,2022,9,Mercredi,Septembre
1024730463316742144,2022-09-28 17:13:01.026000+00:00,heure deco,2022,9,Mercredi,Septembre
1024730426604003419,2022-09-28 17:12:52.273000+00:00,tester genshin,2022,9,Mercredi,Septembre
1024730395629064274,2022-09-28 17:12:44.888000+00:00,motivee,2022,9,Mercredi,Septembre
1024730370308046949,2022-09-28 17:12:38.851000+00:00,nanananana,2022,9,Mercredi,Septembre
1024730361508413540,2022-09-28 17:12:36.753000+00:00,taper haha,2022,9,Mercredi,Septembre
1024238691117449266,2022-09-27 08:38:53.397000+00:00,dise concours,2022,9,Mardi,Septembre
1024238606744817704,2022-09-27 08:38:33.281000+00:00,rassuree,2022,9,Mardi,Septembre
1024238573442056203,2022-09-27 08:38:25.341000+00:00,content,2022,9,Mardi,Septembre
1024238497286066207,2022-09-27 08:38:07.184000+00:00,normalement reussi toucher action,2022,9,Mardi,Septembre
1024238409788702720,2022-09-27 08:37:46.323000+00:00,renflouer,2022,9,Mardi,Septembre
1024238120796946484,2022-09-27 08:36:37.422000+00:00,commencer novembre,2022,9,Mardi,Septembre
1024238081911558154,2022-09-27 08:36:28.151000+00:00,officiel ruinee,2022,9,Mardi,Septembre
1023630124270235778,2022-09-25 16:20:39.754000+00:00,sousou,2022,9,Dimanche,Septembre
1023630099918102568,2022-09-25 16:20:33.948000+00:00,repon definitiv mardi heure resigne avenant maso mois lidl,2022,9,Dimanche,Septembre
1023629891821908209,2022-09-25 16:19:44.334000+00:00,twitter apprendre pensai fois,2022,9,Dimanche,Septembre
1022165801488355478,2022-09-21 15:21:57.997000+00:00,ps septembre ruinnee,2022,9,Mercredi,Septembre
1022165725089124373,2022-09-21 15:21:39.782000+00:00,mardi normalement fete,2022,9,Mercredi,Septembre
1022165659913834567,2022-09-21 15:21:24.243000+00:00,entretien dejer recu rib,2022,9,Mercredi,Septembre
1022165603907289089,2022-09-21 15:21:10.890000+00:00,sembler prise session novembre prochain,2022,9,Mercredi,Septembre
1022165550278909992,2022-09-21 15:20:58.104000+00:00,priori mardi sors champagne,2022,9,Mercredi,Septembre
1020269853191454770,2022-09-16 09:48:08.698000+00:00,accroche,2022,9,Vendredi,Septembre
1020269795658190868,2022-09-16 09:47:54.981000+00:00,phrase accroche annonce pole emploi recrutement mie caline,2022,9,Vendredi,Septembre
1020269717438599198,2022-09-16 09:47:36.332000+00:00,moelleu croustillant genereu savoureu sucre sale classique surprenant     mie caline histoire gout,2022,9,Vendredi,Septembre
1017883997033988146,2022-09-09 19:47:36.263000+00:00,adorer rendu ectoplasma,2022,9,Vendredi,Septembre
1017879899886850128,2022-09-09 19:31:19.427000+00:00,classe,2022,9,Vendredi,Septembre
1017171562895511693,2022-09-07 20:36:38.728000+00:00,serieu,2022,9,Mercredi,Septembre
1016983187487985694,2022-09-07 08:08:06.531000+00:00,ohh cell faut fasse,2022,9,Mercredi,Septembre
1016982604500701215,2022-09-07 08:05:47.536000+00:00,rire eleve latiniste,2022,9,Mercredi,Septembre
1016855414735904880,2022-09-06 23:40:23.133000+00:00,reveiller sentir fumee incendie maitrise eteint vent tourner,2022,9,Mardi,Septembre
1016370964302397521,2022-09-05 15:35:21.149000+00:00,dejer arrive jouer,2022,9,Lundi,Septembre
1016038310344400946,2022-09-04 17:33:30.265000+00:00,omg,2022,9,Dimanche,Septembre
1016038279637901312,2022-09-04 17:33:22.944000+00:00,parodie,2022,9,Dimanche,Septembre
1016038265918333033,2022-09-04 17:33:19.673000+00:00,oublier,2022,9,Dimanche,Septembre
1015319966645497888,2022-09-02 17:59:03.781000+00:00,eyzis plaire signe simon thuiliere twitter,2022,9,Vendredi,Septembre
1012748453799010444,2022-08-26 15:40:47.342000+00:00,debloque donjon,2022,8,Vendredi,Juillet
1012274973412438026,2022-08-25 08:19:20.821000+00:00,sadique heal dejer,2022,8,Jeudi,Juillet
1012274872887562300,2022-08-25 08:18:56.854000+00:00,avis envie resultat effort,2022,8,Jeudi,Juillet
1012273710494908446,2022-08-25 08:14:19.718000+00:00,compte,2022,8,Jeudi,Juillet
1012272263669764106,2022-08-25 08:08:34.768000+00:00,arriver,2022,8,Jeudi,Juillet
1012272103829028915,2022-08-25 08:07:56.659000+00:00,peter cabl,2022,8,Jeudi,Juillet
1012272055116378162,2022-08-25 08:07:45.045000+00:00,doute,2022,8,Jeudi,Juillet
1012272007695569096,2022-08-25 08:07:33.739000+00:00,mdr,2022,8,Jeudi,Juillet
1012270111010332672,2022-08-25 08:00:01.534000+00:00,avouer faillit co monde luire vocal fai demi tour,2022,8,Jeudi,Juillet
1012269979158200330,2022-08-25 07:59:30.098000+00:00,cheese rejouer,2022,8,Jeudi,Juillet
1012269685523349536,2022-08-25 07:58:20.090000+00:00,chaud,2022,8,Jeudi,Juillet
1012269648529600532,2022-08-25 07:58:11.270000+00:00,concessionnaire mebposer part,2022,8,Jeudi,Juillet
1012269552387768420,2022-08-25 07:57:48.348000+00:00,avancer gratter heuresbsup,2022,8,Jeudi,Juillet
1012269487250219048,2022-08-25 07:57:32.818000+00:00,embauche heure,2022,8,Jeudi,Juillet
1012267878256484352,2022-08-25 07:51:09.204000+00:00,mdr,2022,8,Jeudi,Juillet
1012267725445415042,2022-08-25 07:50:32.771000+00:00,espere cas,2022,8,Jeudi,Juillet
1012267459044192326,2022-08-25 07:49:29.256000+00:00,oblige demolir batiment taire eter projet,2022,8,Jeudi,Juillet
1012267302965743617,2022-08-25 07:48:52.044000+00:00,salle classe place biebsur,2022,8,Jeudi,Juillet
1012267174565527622,2022-08-25 07:48:21.431000+00:00,coller pre fabriquer,2022,8,Jeudi,Juillet
1012267016826138624,2022-08-25 07:47:43.823000+00:00,rosee matin trempe meuble,2022,8,Jeudi,Juillet
1012266892561489992,2022-08-25 07:47:14.196000+00:00,bache toit,2022,8,Jeudi,Juillet
1012266854074548376,2022-08-25 07:47:05.020000+00:00,espere entreprise rembourser,2022,8,Jeudi,Juillet
1012266703561957426,2022-08-25 07:46:29.135000+00:00,     debile,2022,8,Jeudi,Juillet
1012266138475962388,2022-08-25 07:44:14.408000+00:00,ouvrir heure,2022,8,Jeudi,Juillet
1012266117412171836,2022-08-25 07:44:09.386000+00:00,mz contre poser burger king mac do ouvrir matin,2022,8,Jeudi,Juillet
1012265940936839248,2022-08-25 07:43:27.311000+00:00,clairement,2022,8,Jeudi,Juillet
1012265877778993244,2022-08-25 07:43:12.253000+00:00,avai garde citroen gara tie expir cher ailleurs,2022,8,Jeudi,Juillet
1012265746170138666,2022-08-25 07:42:40.875000+00:00,changer garage contre,2022,8,Jeudi,Juillet
